"Ahrensburg, Gartenholz (Süd)","3582478.0","5950553.0"
"Ahrensburg, Gustav-Delle-Straße","3581031.0","5951012.0"
"Ahrensburg, Hallenbad","3581601.0","5950761.0"
"Ahrensburg, Hamburger Straße","3581740.0","5949612.0"
"Ahrensburg, Helgolandring","3582132.0","5951198.0"
"Ahrensburg, Hermann-Löns-Straße","3581154.0","5950131.0"
"Ahrensburg, Hinterm Vogelherd","3581820.0","5947184.0"
"Ahrensburg, Husumweg","3582590.0","5951047.0"
"Ahrensburg, Klaus-Groth-Straße","3581811.0","5950071.0"
"Ahrensburg, Kornkamp (Mitte)","3583095.0","5951235.0"
"Ahrensburg, Kornkamp (Springer)","3583060.0","5951434.0"
"Ahrensburg, Kornkamp (Süd)","3583177.0","5950745.0"
"Ahrensburg, Kremerberg","3582097.0","5952252.0"
"Ahrensburg, Kurt-Fischer-Straße (Mitte)","3583397.0","5951319.0"
"Ahrensburg, Kurt-Fischer-Straße (Nord)","3583339.0","5951639.0"
"Ahrensburg, Kurt-Fischer-Straße (Süd)","3583477.0","5950758.0"
"Ahrensburg, Lilienweg","3580928.0","5950485.0"
"Ahrensburg, Manhagener Allee","3582207.0","5949453.0"
"Ahrensburg, Meisenweg","3581868.0","5946781.0"
"Ahrensburg, Moltkeallee","3582369.0","5949239.0"
"Ahrensburg, Norderoogstieg","3582613.0","5951681.0"
"Ahrensburg, Nordstrandring","3582658.0","5951300.0"
"Ahrensburg, Olandstieg","3582267.0","5951462.0"
"Ahrensburg, Otto-Schumann-Straße","3581026.0","5950786.0"
"Ahrensburg, Pflegezentrum","3581779.0","5950318.0"
"Ahrensburg, Pionierweg","3580790.0","5946701.0"
"Ahrensburg, Rathaus","3581781.0","5949793.0"
"Ahrensburg, Reesenbüttler Redder","3580169.0","5950258.0"
"Ahrensburg, Rosenhof","3582060.0","5950918.0"
"Ahrensburg, Rosenweg","3580852.0","5950790.0"
"Ahrensburg, Schimmelmannstraße","3580269.0","5949911.0"
"Ahrensburg, Schloß","3582152.0","5950457.0"
"Ahrensburg, Schule Am Hagen","3580602.0","5946376.0"
"Ahrensburg, Schulzentrum Am Heimgarten","3580732.0","5950436.0"
"Ahrensburg, Selma-Lagerlöf-Schule","3580883.0","5949801.0"
"Ahrensburg, Spechtweg","3581181.0","5946763.0"
"Ahrensburg, Starweg","3581922.0","5948094.0"
"Ahrensburg, Steinkamp","3581420.0","5950974.0"
"Ahrensburg, Stormarner Werkst.(Kehre)","3583454.0","5950932.0"
"Ahrensburg, Stormarner Werkstätten","3583441.0","5951028.0"
"Ahrensburg, Theodor-Storm-Stieg","3580822.0","5949352.0"
"Ahrensburg, Waldemar-Bonsels-Weg","3580740.0","5949732.0"
"Ahrensburg, Weißdornweg","3579949.0","5949480.0"
"Ahrensburg, Weizenkoppel","3582901.0","5950577.0"
"Ahrensburg, Wulfsdorfer Weg","3580382.0","5949557.0"
"Ahrensburger Kamp","3583228.0","5947132.0"
"Ahrensburger Platz","3577821.0","5947807.0"
"Ahrensburger Redder","3583000.0","5947138.0"
"Ahrensfelde, B 208","3598643.0","5960278.0"
"Ahrensfelde, Schmiedeweg","3598929.0","5960270.0"
"Ahrensfelde, Waldweg","3599112.0","5959823.0"
"Ahrensmoor-Nord, Schlangenweg","3533600.0","5919283.0"
"Ahrensmoor-Ost, Drosselgasse","3533622.0","5918308.0"
"Ahrensmoor-Ost, Schuldamm","3533573.0","5917716.0"
"Ahrensmoor-West, Ahlerstedter Weg","3532494.0","5918431.0"
"Ahrenswohlde, Kampshorn","3531781.0","5917264.0"
"Ahrenswohlde, Landstraße","3531449.0","5916694.0"
"Ahrenswohlde, Ort","3531022.0","5916370.0"
"AIRBUS","3556213.0","5934236.0"
"Airbus (Am Tower)","3555819.0","5934729.0"
"Airbus (Fähranleger/Haus 25)","3555826.0","5934953.0"
"AIRBUS (Kehre)","3556247.0","5934290.0"
"AIRBUS (Osttor/Einfahrt)","3556213.0","5934370.0"
"AIRBUS (Schiffsanleger)","3555825.0","5935132.0"
"AIRBUS (Werkgelände)","3556133.0","5934417.0"
"AK Altona (Eingang)","3559599.0","5936328.0"
"AK Barmbek","3568908.0","5942030.0"
"AK Harburg","3563266.0","5925684.0"
"AK St.Georg","3567315.0","5936978.0"
"AK Wandsbek","3572373.0","5938024.0"
"Alaskaweg","3576219.0","5944720.0"
"Albersdorf","3519160.0","6001800.0"
"Albertinen-Krankenhaus (A Schnelsen)","3559938.0","5944903.0"
"Albert-Schweitzer-Ring","3574460.0","5939253.0"
"Albertstraße","3567663.0","5935777.0"
"Albsfelde","3612024.0","5951187.0"
"Albsfelde, Möllerweg","3612440.0","5951685.0"
"Alfred-Mahlau-Weg","3569854.0","5942566.0"
"Alfredstraße","3568526.0","5936739.0"
"Algermissenstraße","3567203.0","5929963.0"
"Allermöhe","3576961.0","5929388.0"
"Allermöher Deich 187","3575855.0","5927695.0"
"Allermöher Deich 75","3574624.0","5928517.0"
"Allermöher Kirche","3574985.0","5928429.0"
"Allermöher Werftstegel","3577915.0","5927318.0"
"Alsenplatz","3563111.0","5937593.0"
"Alsterblick","3574287.0","5952596.0"
"Alsterchaussee","3565919.0","5938382.0"
"Alsterdorf","3566985.0","5942124.0"
"Alsterdorfer Damm","3566210.0","5942914.0"
"Alsterdorfer Straße (U S Ohlsdorf)","3568395.0","5943646.0"
"Alsterdorfer Straße/Überseekolleg","3568056.0","5943403.0"
"Alsterkrugchaussee (Mitte)","3566598.0","5943410.0"
"Alsterkrugchaussee 244","3565988.0","5942606.0"
"Alsterredder","3572499.0","5948094.0"
"Alstertal-Einkaufszentrum","3572335.0","5947670.0"
"Alt Erfrade","3583741.0","5989838.0"
"Alt Garge, Bahnhof","3619916.0","5905267.0"
"Alt Garge, Hauptstraße","3620309.0","5905189.0"
"Alt Garge, Turnhalle","3620088.0","5905233.0"
"Alt Garge, Waldbad","3620443.0","5904402.0"
"Alt Horst, Gut","3617161.0","5946670.0"
"Alt Horst, Siedlung","3616783.0","5946190.0"
"Alt Mölln, Am Brook","3609768.0","5944603.0"
"Alt Mölln, Am Horsberg","3609739.0","5945316.0"
"Alt Mölln, Am Lausebusch","3610696.0","5944613.0"
"Alt Mölln, Auf der Worth","3609797.0","5944697.0"
"Alte Holstenstraße","3580272.0","5929445.0"
"Alte Horster Schule","3585308.0","5925682.0"
"Alte Landstraße (Nord)","3571299.0","5947416.0"
"Alte Schule Neuland","3568299.0","5927030.0"
"Alte Schule Reitbrook","3576361.0","5926885.0"
"Alte Schule Seefeld","3577434.0","5924227.0"
"Alte Twiete","3579945.0","5921510.0"
"Alte Wöhr (Stadtpark)","3568622.0","5941193.0"
"Altendeich, Altendeicher Chaussee 47","3539360.0","5948851.0"
"Altendeich, Altendeicher Chaussee 56","3538576.0","5948024.0"
"Altendeich, Audeich","3538930.0","5948470.0"
"Altendeich, Feuerwehr","3537581.0","5947319.0"
"Altendeich, Sperrwerkstraße","3537756.0","5947735.0"
"Altendorfer Moor, 3. Kanal","3518808.0","5957142.0"
"Altengamme (Feuerwehr)","3584775.0","5922829.0"
"Altengamme (Süd)","3585541.0","5922542.0"
"Altengammer Elbwiesen","3585111.0","5922432.0"
"Altengammer Löschplatz","3585864.0","5922670.0"
"Altengammer Marschbahndamm","3586567.0","5924112.0"
"Altengörs","3589137.0","5975117.0"
"Altengörs, Bahnhofstraße","3589251.0","5975023.0"
"Altengörs, Dorfplatz","3589638.0","5975113.0"
"Altengörs, Neuengörser Straße","3589746.0","5975030.0"
"Altenwerder Hauptstraße (Mitte)","3561216.0","5930257.0"
"Altenwerder Hauptstraße (Süd)","3561072.0","5930110.0"
"Altenwerder Querweg","3561438.0","5931176.0"
"Alter Berner Weg","3574215.0","5946431.0"
"Alter Fährweg","3551704.0","5933668.0"
"Alter Fährweg (Kehre)","3551570.0","5933677.0"
"Alter Teichweg","3570565.0","5939998.0"
"Alter Zollweg","3575342.0","5942440.0"
"Altes Estesperrwerk","3551487.0","5933850.0"
"Altes Rathaus Rahlstedt","3576782.0","5941846.0"
"Altfresenburg","3589738.0","5966670.0"
"Althemmoor, Feldstraße","3508018.0","5952944.0"
"Althemmoor, Lindenstraße","3507884.0","5953237.0"
"Altona","3562004.0","5936016.0"
"Altona (Fischmarkt)","3563194.0","5935139.0"
"Altonaer Poststraße","3562439.0","5935819.0"
"Altwiedenthaler Straße","3559045.0","5927756.0"
"Aluminiumwerk","3559074.0","5932172.0"
"Alvesen, Alveser Straße","3559454.0","5923327.0"
"Alvesen, Heinrich-Wendt-Weg","3558955.0","5923259.0"
"Alvesen, Im Alvesener Dorfe","3559169.0","5923167.0"
"Alveslohe","3560475.0","5962651.0"
"Alveslohe, Brunskamp","3559980.0","5964734.0"
"Alveslohe, Buschweg","3560454.0","5963716.0"
"Alveslohe, Denkmal","3560178.0","5962109.0"
"Alveslohe, Schäferei","3558613.0","5964975.0"
"Alveslohe, Schule","3560392.0","5962583.0"
"Am Altenwerder Kirchtal","3561216.0","5931007.0"
"Am Altenwerder Kirchtal (Süd)","3561235.0","5930662.0"
"Am Baum","3581431.0","5929332.0"
"Am Bergedorfer Hafen","3580217.0","5929189.0"
"Am Born","3561309.0","5936278.0"
"Am Botterbarg","3555387.0","5938421.0"
"Am Callabrack","3567104.0","5928347.0"
"Am Dalmannkai","3566027.0","5934910.0"
"Am Damm","3572121.0","5945066.0"
"Am Dornberg","3573472.0","5941811.0"
"Am Elisabethgehölz","3570458.0","5936717.0"
"Am Frankenberg","3565565.0","5923198.0"
"Am Fuchsberg","3563050.0","5926377.0"
"Am Gehöckel","3569822.0","5945933.0"
"Am Genter Ufer","3559485.0","5931931.0"
"Am Gnadenberg","3568546.0","5945673.0"
"Am Güterbahnhof","3579862.0","5928897.0"
"Am Hegen","3578189.0","5940378.0"
"Am Hehsel","3569921.0","5946721.0"
"Am Hirschpark","3554483.0","5936393.0"
"Am Hohen Feld","3573975.0","5938307.0"
"Am Husarendenkmal","3571485.0","5937575.0"
"Am Isfeld","3555793.0","5938142.0"
"Am Kaiserkai (Elbphilharmonie)","3565378.0","5935033.0"
"Am Langberg","3576875.0","5932228.0"
"Am Lehmberg","3575726.0","5941602.0"
"Am Licentiatenberg","3565168.0","5942984.0"
"Am Ohlendorffturm","3577436.0","5941043.0"
"Am Papenbrack","3567046.0","5928972.0"
"Am Pfeilshof","3572752.0","5946076.0"
"Am Pulverhof","3575383.0","5940765.0"
"Am Radeland","3561571.0","5927086.0"
"Am Rosengarten","3554589.0","5933069.0"
"Am Sandtorkai","3565704.0","5935074.0"
"Am Schulwald","3567996.0","5947021.0"
"Am Stadtrand","3572835.0","5940283.0"
"Am Stühm-Süd","3572869.0","5944602.0"
"Am Volkspark","3560224.0","5939727.0"
"Amelinghausen, Abzw.Wohlenbüttel","3581108.0","5890872.0"
"Amelinghausen, Bahnhof","3581480.0","5889369.0"
"Amelinghausen, Grundschule","3581596.0","5888863.0"
"Amelinghausen, Kirche","3581255.0","5888734.0"
"Amelinghausen, Oldendorfer Straße","3581352.0","5889793.0"
"Amelinghausen, Soltauer Straße","3580962.0","5888754.0"
"Amholz","3621832.0","5911680.0"
"Amtsstraße","3577092.0","5941189.0"
"An de Geest","3554481.0","5926793.0"
"An der Bergkoppel","3579618.0","5930569.0"
"An der Eiche","3567236.0","5922973.0"
"An der Lohe","3563101.0","5944029.0"
"An der Pollhofsbrücke","3581869.0","5928243.0"
"An der Schleemer Mühle","3574017.0","5934581.0"
"An der Sternwarte","3582360.0","5928554.0"
"Andreas-Meyer-Straße (Mitte)","3571593.0","5932381.0"
"Andreas-Meyer-Straße (Ost)","3571923.0","5932049.0"
"Andreas-Meyer-Straße (West)","3571160.0","5932816.0"
"Angerburger Straße","3572096.0","5940549.0"
"Anker, Ankerweg","3608585.0","5951904.0"
"Anker, Hauptstraße","3608160.0","5951747.0"
"Anna-Siemsen-Gang","3578448.0","5928650.0"
"Anna-Susanna-Stieg","3560987.0","5946074.0"
"Anne-Frank-Straße","3552323.0","5938008.0"
"Anton-Rée-Schule","3578062.0","5928497.0"
"Apensen","3540870.0","5923536.0"
"Apensen, Beckdorfer Straße","3540895.0","5922630.0"
"Apensen, Feldstraße","3541652.0","5923291.0"
"Apensen, Rathaus","3541229.0","5922859.0"
"Apensen, Schule","3540995.0","5922950.0"
"Apensen, Schulzentrum","3540512.0","5922350.0"
"Apensen, Stader Straße","3540738.0","5923063.0"
"Apostelkirche","3562712.0","5938604.0"
"Appel, Gemeindehaus","3549713.0","5917913.0"
"Appel, Kreisstraße","3549804.0","5918026.0"
"Appelbütteler Weg","3562209.0","5923188.0"
"Appen, Bouhlentwiete","3549233.0","5947881.0"
"Appen, Denkmal","3549611.0","5947886.0"
"Appen, Friedhof","3549964.0","5946861.0"
"Appen, Marseille-Kaserne","3547160.0","5947692.0"
"Appen, Pinnaubogen","3549829.0","5947815.0"
"Appen, Schule","3548736.0","5948011.0"
"Appen, Schulstraße","3548799.0","5947914.0"
"Appen, Turnhalle","3548603.0","5948214.0"
"Appen, Unterglinde","3546567.0","5948511.0"
"Appen, Ziegeleiweg","3546648.0","5947852.0"
"Appen-Etz, Denkmal","3549953.0","5945084.0"
"Appen-Etz, Kiesgrube","3548808.0","5944598.0"
"Appen-Etz, Rollbarg","3550405.0","5945490.0"
"Appen-Etz, Wedeler Chaussee","3550408.0","5945566.0"
"Ardestorf, Am Dorfteich","3550712.0","5922313.0"
"Arenen","3559625.0","5940051.0"
"Argentinienbrücke","3564789.0","5933428.0"
"Argentinienbrücke (Fähre)","3564694.0","5933382.0"
"Armbruststraße","3562338.0","5938503.0"
"Armstedt, Dorfstraße","3555910.0","5982551.0"
"Armstedt, Schulstraße","3555669.0","5982585.0"
"Arningstraße","3565390.0","5934398.0"
"Arningstraße (Fähre)","3565340.0","5934413.0"
"Arp-Schnitger-Stieg","3553900.0","5931656.0"
"Artlenburg, B 209","3599496.0","5916203.0"
"Artlenburg, Elbdeich","3598750.0","5916947.0"
"Artlenburg, Große Straße","3599035.0","5916482.0"
"Artlenburg, Grünstraße","3599371.0","5916614.0"
"Artlenburg, Hopfenhof","3599012.0","5916663.0"
"Artlenburg, Mühle","3599841.0","5916255.0"
"Artlenburg, Ost","3600324.0","5916186.0"
"Ascheberg(Holst)","3587587.0","6002821.0"
"Aschenputtelstraße","3574258.0","5937363.0"
"Aschhorn, Aschhorn 12","3523122.0","5951837.0"
"Aschhorn, Aschhorn 2","3523472.0","5951141.0"
"Aschhorn, Aschhorn 6","3523161.0","5951676.0"
"Aschhorn, Schwarzer Weg","3523133.0","5952836.0"
"Aschhornermoor, Aschhornermoor 5","3523064.0","5950337.0"
"Asendorf, Am Mühlenberg","3565524.0","5907276.0"
"Asendorf, Föhrenweg","3565737.0","5908627.0"
"Asendorf, Hinnerkstraße","3565377.0","5906933.0"
"Asendorf, Hinterm Holze","3566173.0","5906872.0"
"Asendorf, Salemsweg","3565181.0","5906135.0"
"Asendorf, Waterfuhr","3565125.0","5907283.0"
"Asendorf, Zum Auetal","3565829.0","5908528.0"
"Ashausen","3576343.0","5915816.0"
"Ashausen, Büllhorner Weg","3573764.0","5914719.0"
"Ashausen, Grundschule","3575116.0","5915550.0"
"Ashausen, Im Twieten","3575908.0","5915356.0"
"Ashausen, Königsberger Straße","3574852.0","5915045.0"
"Ashausen, Schlehenweg","3575063.0","5915108.0"
"Ashausen, Steinhage","3574943.0","5915816.0"
"Asklepios Westklinikum (Mitte)","3551657.0","5939334.0"
"Asklepios Westklinikum (Ost)","3551845.0","5939223.0"
"Asklepios Westklinikum (West)","3551210.0","5939264.0"
"Assel, Asseler Feldstraße","3528141.0","5951542.0"
"Assel, Asseler Hafenstraße","3528967.0","5951118.0"
"Assel, Schule","3528428.0","5951334.0"
"Assel, Schule(AST-Halt)","3528349.0","5951329.0"
"Asselermoor, Asselermoor 19","3527689.0","5947783.0"
"Asselermoor, Asselermoor 33","3527345.0","5947904.0"
"Asselermoor, Asselermoor 55","3526143.0","5948314.0"
"Auedeich","3558699.0","5933191.0"
"Auenstraße","3569671.0","5938398.0"
"Auf dem Sande (Speicherstadt)","3565696.0","5935117.0"
"Auf dem Sülzbrack","3578415.0","5920170.0"
"Auf der Bojewiese","3578176.0","5930219.0"
"Auf der Hohen Schaar","3564010.0","5929986.0"
"Auf der Jahnhöhe","3561830.0","5925094.0"
"Augustastraße","3580731.0","5929496.0"
"August-Bebel-Straße","3581986.0","5928666.0"
"Auguste-Baur-Straße","3553964.0","5936735.0"
"Augustenburger Straße","3562658.0","5937525.0"
"August-Kirch-Straße","3559600.0","5938098.0"
"Aukrug","3551502.0","5994934.0"
"Aumühle","3587243.0","5933971.0"
"Aumühle, Augustinum","3587006.0","5933996.0"
"Aumühle, Ernst-Anton-Straße","3587573.0","5933224.0"
"Aumühle, Kuhkoppel","3587867.0","5933025.0"
"Aumühle, Sachsenwaldstraße","3587302.0","5933411.0"
"Aurubis Werk Ost","3568749.0","5932032.0"
"Aurubis Zentrale","3568613.0","5932740.0"
"Ausschläger Allee","3570159.0","5933844.0"
"Ausschläger Weg (Verkehrsamt)","3568891.0","5935619.0"
"Außenmühle","3565306.0","5924771.0"
"Australiastraße (Hafenmuseum)","3566337.0","5933164.0"
"Avendorf (Ost)","3597037.0","5918061.0"
"Avendorf (West)","3595672.0","5918262.0"
"Avendorf, Elbuferstraße","3597878.0","5917418.0"
"Avendorf, Recht Up","3596345.0","5918334.0"
"Avensermoor, Avensermoor 5","3540611.0","5904556.0"
"Averhoffstraße","3567430.0","5938167.0"
"Axel-Springer-Platz","3565343.0","5936121.0"
"BAB-Auffahrt Bergedorf","3580138.0","5927880.0"
"BAB-Auffahrt Horn","3570840.0","5936983.0"
"BAB-Auffahrt Nettelnburg","3578252.0","5927777.0"
"BAB-Auffahrt Ramelsloh","3569034.0","5912882.0"
"BAB-Auffahrt Stellingen","3561154.0","5940936.0"
"BAB-Auffahrt Volkspark","3560844.0","5939299.0"
"BAB-Auffahrt Waltershof","3560562.0","5931795.0"
"Bachenbrock, Bachenbrock 17","3537824.0","5938779.0"
"Bachenbrock, Bachenbrock 86","3537838.0","5939376.0"
"Bachenbrock, Parkplatz","3538221.0","5939784.0"
"Bachenbrock, Wendeplatz","3537969.0","5938204.0"
"Bachstraße","3567974.0","5938866.0"
"Bad Bevensen","3605558.0","5884044.0"
"Bad Bramstedt","3558550.0","5976997.0"
"Bad Bramstedt Kurhaus","3558596.0","5975069.0"
"Bad Bramstedt, Am Köhlerhof(AST-Halt)","3558100.0","5975911.0"
"Bad Bramstedt, Bimöhler Straße(AST-Halt)","3559389.0","5977406.0"
"Bad Bramstedt, Bleeck","3558042.0","5976769.0"
"Bad Bramstedt, Bob'n de Lieth (AST-Halt)","3557896.0","5977680.0"
"Bad Bramstedt, Butendoor","3558344.0","5976370.0"
"Bad Bramstedt, Clashorn","3561853.0","5975229.0"
"Bad Bramstedt, Danziger Weg(AST-Halt)","3557028.0","5976755.0"
"Bad Bramstedt, Ellernbusch(AST-Halt)","3557128.0","5977455.0"
"Bad Bramstedt, Friedhof(AST-Halt)","3557474.0","5976757.0"
"Bad Bramstedt, Fuhlendorfer Weg","3558261.0","5977562.0"
"Bad Bramstedt, Goethering(AST-Halt)","3557175.0","5976173.0"
"Bad Bramstedt, Graf-Stolberg-Straße (AST-Halt)","3558391.0","5977941.0"
"Bad Bramstedt, Gymnasium","3558947.0","5977743.0"
"Bad Bramstedt, Hamburger Straße (Mitte)","3557996.0","5976068.0"
"Bad Bramstedt, Königsweg(AST-Halt)","3557640.0","5975799.0"
"Bad Bramstedt, Lehmbarg(AST-Halt)","3559073.0","5977577.0"
"Bad Bramstedt, Maienbeeck (Ost)","3557920.0","5977068.0"
"Bad Bramstedt, Maienbeeck (West)","3557593.0","5977288.0"
"Bad Bramstedt, Parkstraße(AST-Halt)","3558239.0","5975697.0"
"Bad Bramstedt, Pommernweg","3557351.0","5975037.0"
"Bad Bramstedt, Psychos.Klinik(AST-Halt)","3558571.0","5975144.0"
"Bad Bramstedt, Raamakerstieg(AST-Halt)","3558220.0","5977110.0"
"Bad Bramstedt, Realschule","3557334.0","5977671.0"
"Bad Bramstedt, Saebystraße(AST-Halt)","3558058.0","5975438.0"
"Bad Bramstedt, Schillerstraße (Mitte)(AST-Halt)","3557323.0","5976427.0"
"Bad Bramstedt, Schlüskamp(AST-Halt)","3558293.0","5976924.0"
"Bad Bramstedt, Stedingweg(AST-Halt)","3557837.0","5976178.0"
"Bad Bramstedt, Tegelbarg(AST-Halt)","3558627.0","5977872.0"
"Bad Bramstedt, Vogelstange","3558391.0","5976537.0"
"Bad Bramstedt, Weddelbrooker Straße","3558134.0","5974826.0"
"Bad Kleinen","3662849.0","5962392.0"
"Bad Oldesloe","3591174.0","5964697.0"
"Bad Oldesloe, Am Glindhorst","3591602.0","5964963.0"
"Bad Oldesloe, Am Hohenkamp","3589680.0","5964905.0"
"Bad Oldesloe, Am Stadion","3590736.0","5965614.0"
"Bad Oldesloe, Am Steinf. Redder (M)","3592177.0","5966177.0"
"Bad Oldesloe, Am Steinfelder Redder","3591818.0","5965718.0"
"Bad Oldesloe, Am Tegel","3592453.0","5964646.0"
"Bad Oldesloe, Amelie-Dietrich-Straße","3589294.0","5964264.0"
"Bad Oldesloe, Bei der Mennokate","3590552.0","5966031.0"
"Bad Oldesloe, Berufsschule","3592095.0","5964856.0"
"Bad Oldesloe, Bickbüschen","3589450.0","5964858.0"
"Bad Oldesloe, Birkenkamp","3589967.0","5963891.0"
"Bad Oldesloe, D.-Buxtehude-Ring","3592240.0","5966005.0"
"Bad Oldesloe, Dorothea-Schlözer-Str.","3589185.0","5964443.0"
"Bad Oldesloe, Elly-Heuss-Knapp-Straße","3592704.0","5963903.0"
"Bad Oldesloe, Ernst-Barlach-Straße","3591208.0","5964028.0"
"Bad Oldesloe, F.-D.-Hagelstein-Weg","3591861.0","5966144.0"
"Bad Oldesloe, Famila","3592626.0","5964101.0"
"Bad Oldesloe, Feldstraße","3590812.0","5965911.0"
"Bad Oldesloe, Feuerwache","3591084.0","5965385.0"
"Bad Oldesloe, Finanzamt","3591011.0","5965239.0"
"Bad Oldesloe, Finkenweg","3590050.0","5963994.0"
